Section Line | Rik ID | Metadata
64           | 7      | ।। प्रजापतिः इन्द्रस्त्रैलोक्यात्मा त्रिकं ( ।।
64           | 8      | ।। प्रजापतिः इन्द्रस्त्रैलोक्यात्मा त्रिकं ( ।।
64           | 9      | ।। प्रजापतिः इन्द्रस्त्रैलोक्यात्मा त्रिकं ( ।।
64           | 10     | ।। प्रजापतिः इन्द्रस्त्रैलोक्यात्मा त्रिकं ( ।।
65           | 1      | ।। असितः काश्यपो देवलो वा पवमानः सोमः ।।
65           | 2      | ।। कश्यपोः मारीचः पवमानः सोमः ।।
65           | 3      | ।। शतं वैखानसः पवमानः सोमः ।।
65           | 4      | ।। भरद्वाजो बार्हस्पत्यः अग्निः ।।
65           | 5      | ।। जमदग्निर्वा मित्रावरुणौ ।।
65           | 6      | ।। इरिम्बिठिः काण्वः ।।
65           | 7      | ।। विश्वामित्रो गाथिनः इन्द्राग्नी ।।
65           | 8      | ।। अमहीयुराङ्गिरसः पवमानः सोमः ।।
65           | 9      | ।। सप्तर्षयः  पवमानः सोमः प्रगाथः (विषमा बृहती, समा सतो बृहती) ।।
65           | 10     | ।। उशना काव्यः पवमानः सोमः त्रिष्टुप् ।।
65           | 11     | ।। वसिष्ठो मैत्रावरुणिः इन्द्रः प्रगाथः (विषमा बृहती, समा सतो बृहती) ।।
65           | 12     | ।। वामदेवो गौतमः इन्द्रः  पादनिवृत् ।।
65           | 13     | ।। नोधा गौतमः इन्द्रः प्रगाथः (विषमा बृहती, समा सतो बृहती) ।।
65           | 14     | ।। कलिः प्रागाथः इन्द्रः प्रगाथः (विषमा बृहती, समा सतो बृहती) ।।
65           | 15     | ।। मधुच्छन्दा वैश्वामित्रः पवमानः सोमः ।।
65           | 16     | ।। गौरवीतिः शाक्त्यः पवमानः सोमः काकुभः प्रगाथः (विषमा ककुप् समा सतो बृहती) ।।
65           | 17     | ।। अग्निश्चाक्षुषः पवमानः सोमः उष्णिक् ।।
65           | 18     | ।। अन्धीगुः श्यावाश्विः पवमानः सोमः  अनुष्टुप् ।।
65           | 19     | ।। कविर्भार्गवः पवमानः सोमः जगती ।।
65           | 20     | ।। शय्युर्बार्हस्पत्यः (तृणपाणिः) अग्निः प्रगाथः (विषमा बृहती, समा सतो बृहती) ।।
65           | 21     | ।। भरद्वाजो बार्हस्पत्यः अग्निः गायत्री ।।
65           | 22     | ।। सोभरिः काण्वः इन्द्रः काकुभः प्रगाथः (विषमा ककुप् समा सतो बृहती) ।।
65           | 23     | ।। नृमेध आङ्गिरसः इन्द्रः  ककुप्  उष्णिक्  पुर उष्णिक् ।।
66           | 1      | ।। श्रुतकक्षः सुकक्षो वा आङ्गिरसः इन्द्रः ।।
66           | 2      | ।। वसिष्ठो मैत्रावरुणिः इन्द्रः ।।
66           | 3      | ।। मेधातिथिः काण्वः प्रियमेधश्चाङ्गिरसः इन्द्रः ।।
66           | 4      | ।। श्रुतकक्षः सुकक्षो वा आङ्गिरसः इन्द्रः ।।
66           | 5      | ।। इरिम्बिठिः काण्वः इन्द्रः ।।
66           | 6      | ।। कुसीदी काण्वः इन्द्रः ।।
66           | 7      | ।। त्रिशोकः काण्वः इन्द्रः ।।
66           | 8      | ।। वसिष्ठो मैत्रावरुणिः इन्द्रः ।।
66           | 9      | ।। विश्वामित्रो गाथिनः इन्द्रः ।।
66           | 10     | ।। मधुच्छान्दा वैश्वामित्रः इन्द्रः ।।
66           | 11     | ।। शुन श्शेप आजीगर्तिः इन्द्रः ।।
66           | 12     | ।। नारदः काण्वः इन्द्रः ।।
66           | 13     | ।। वसिष्ठो मैत्रावरुणिः अग्निः ।।
66           | 14     | ।। वसिष्ठो मैत्रावरुणिः उषो ।।
66           | 15     | ।। वसिष्ठो मैत्रावरुणिः अश्विनौ ।।
66           | 16     | ।। अवत्सारः काश्यपः पवमानः सोमः ।।
66           | 17     | ।।  मेध्यातिथिः काण्वः पवमानः सोमः ।।
66           | 18     | ।।  अमहीयुराङ्गिरसः पवमानः सोमः ।।
66           | 19     | ।। त्रित आप्त्यः पवमानः सोमः ।।
66           | 20     | ।। सप्तर्षयः  पवमानः सोमः ।।
66           | 21     | ।। शावाश्व आत्रेयः पवमानः सोमः ।।
66           | 22     | ।।  प्रजापतिर्वैश्वामित्रो वाच्यो वा पवमानः सोमः ।।
67           | 1      | ।। जमदग्निर्भार्गवः पवमानः सोमः गायत्री ।।
67           | 2      | ।। अमहीयुराङ्गिरसः पवमानः सोमः गायत्री ।।
67           | 3      | ।। कश्यपो मारीचः पवमानः सोमः गायत्री ।।
67           | 4      | ।। भृगुर्वारुणिर्जमदग्निर्भार्गवो वा पवमानः सोमः गायत्री ।।
67           | 5      | ।। अमहीयुराङ्गिरसः पवमानः सोमः गायत्री ।।
67           | 6      | ।। मेधातिथिः काण्वः अग्निः गायत्री ।।
67           | 7      | ।। मेधातिथिः काण्वः मित्रावरुणौ गायत्री ।।
67           | 8      | ।। मधुच्छन्दा वैश्वामित्रः इन्द्रः गायत्री ।।
67           | 9      | ।। वसिष्ठो मैत्रावरुणिः इन्द्राग्नी गायत्री ।।
67           | 10     | ।। भृगुर्वारुणिर्जमदग्निर्भार्गवो वा पवमानः सोमः गायत्री ।।
67           | 11     | ।। उपमन्युर्वासिष्ठः पवमानः सोमः त्रिष्टुप् ।।
67           | 12     | ।। शयुर्बार्हस्पत्यः इन्द्रः प्रगथः (विषमा बृहती, सतोबृहती) ।।
67           | 13     | ।। वालखिल्याः, प्रस्कण्वः काण्वः इन्द्रः प्रगथः (विषमा बृहती, सतोबृहती) ।।
67           | 14     | ।। नृमेध आङ्गिरसः इन्द्रः प्रगथः (विषमा बृहती, सतोबृहती) ।।
67           | 15     | ।। अमहीयुराङ्गिरसः पवमानः सोमः गायत्री ।।
67           | 16     | ।। नहुषो मानवः पवमानः सोमः अनुष्टुप् ।।
67           | 17     | ।।  पृश्नियोऽजाः पवमानः सोमः जगती ।।
67           | 18     | ।। श्रुतकक्षः सुकक्षो वा आङ्गिरसः इन्द्रः गायत्री ।।
67           | 19     | ।। जेता माधुच्छन्दसः इन्द्रः अनुष्टुप् ।।
68           | 1      | ।। जमदग्निर्भार्गवः पवमानः गायत्री ।।
68           | 2      | ।। भृगुर्वारुणिर्जमदग्निर्भार्गवो वाः पवमानः गायत्री ।।
68           | 3      | ।। कविर्भार्गवः पवमानः गायत्री ।।
68           | 4      | ।। कश्यपो मारीचः पवमानः गायत्री ।।
68           | 5      | ।। मेधातिथिः काण्वः अग्निः गायत्री ।।
68           | 6      | ।। मधुच्छन्दा वैश्वामित्रः मित्रावरुणौ गायत्री ।।
68           | 7      | ।। मधुच्छन्दा वैश्वामित्रः  इन्द्रश्च गायत्री ।।
68           | 8      | ।। भरद्वाजो बार्हस्पत्यः इन्द्राग्नी गायत्री ।।
68           | 9      | ।। सप्तर्षयः  पवमानः ।।
68           | 10     | ।। पराशरः शाक्त्यः पवमानः त्रिष्टुप् ।।
68           | 11     | ।। पुरुहन्मा आङ्गिरसः इन्द्रः प्रगाथः (विषमा बृहती, समा सतोबृहती) ।।
68           | 12     | ।। मेध्यातिथि काण्वः इन्द्रः बृहती ।।
68           | 13     | ।। वासिष्ठो मैत्रावरुणिः इन्द्रः ।।
68           | 14     | ।। त्रित आप्त्यः पवमानः गायत्री ।।
68           | 15     | ।। ययातिर्नाहुषः पवमानः अनुष्टुप् ।।
68           | 16     | ।। पवित्र आङ्गिरसः पवमानः जगती ।।
68           | 17     | ।। सोभरिः काण्वः अग्निः प्रगाथः (विषमा ककुप, समा सतोबृहती) ।।
68           | 18     | ।। गोषूक्त्यश्वसूक्तिनौ काण्वायनौ इन्द्रः उष्णिक् ।।
68           | 19     | ।। तिरश्चीराङ्गीरसौ इन्द्रः अनुष्टुप् ।।
69           | 1      | ।। भरद्वाजो बार्हस्पत्यः ) शाक्तिर्वासिष्ठः जगती ।।
69           | 2      | ।। कश्यपो मारीचः ) उरुराङ्गिरसः ।।
69           | 3      | ।। गोतमो राहूगणः ) ।।
69           | 4      | ।। अत्रिर्भीमः ) ।।
69           | 5      | ।। विश्वामित्रो गाथिनः ) ।।
69           | 6      | ।। जमदग्निर्भार्गवः अग्निः जगती ।।
69           | 7      | ।। वसिष्ठो मैत्रावरुणिः मित्रावरुणौ ।।
69           | 8      | ।। गोतमो राहूगणः इन्द्रः ।।
69           | 9      | ।। वसिष्ठो मैत्रावरुणिः इन्द्राग्नी ।।
69           | 10     | ।। दृढच्युत आगस्त्यः पवमानः सोमः ।।
69           | 11     | ।। सप्तर्षयः ( पवमानः सोमः प्रगाथः (विषमा बृहती, समा सतोबृहती) ।।
69           | 12     | ।। बृहन्मतिराङ्गिरसः पवमानः सोमः ।।
69           | 13     | ।। वसिष्ठो मैत्रावरुणिः इन्द्रः विराट् ।।
69           | 14     | ।। इन्द्रः  उपरिष्टाद् बृहती ।।
69           | 15     | ।। इन्द्रः प्रगाथः (विषमा बृहती, समा सतोबृहती) ।।
69           | 16     | ।। पवमानः सोमः गायत्री ।।
69           | 17     | ।। पवमानः सोमः काकुभः प्रगाथः (विषमा ककुप, समा सतोबृहती) ।।
69           | 18     | ।। पवमानः सोमः उष्णिक् ।।
69           | 19     | ।। पवमानः सोमः त्रिष्टुप् ।।
69           | 20     | ।। अग्निः गायत्री ।।
69           | 21     | ।। गोतमो राहूगणः इन्द्रः अनुष्टुप् ।।
69           | 22     | ।। ) ।।
70           | 1      | ।। (अकृष्टा माषादयः) त्रयः ऋषयः जगती ।।
70           | 2      | ।। कश्यपो मारीचः गायत्री ।।
70           | 3      | ।। असितः काश्यपो देवलो वा गायत्री ।।
70           | 4      | ।। असितः काश्यपो देवलो वा गायत्री ।।
70           | 5      | ।। अवत्सारः काश्यपः गायत्री ।।
70           | 6      | ।। जमदग्निर्भार्गवः गायत्री ।।
70           | 7      | ।। अरुणो वैतहव्यः अग्निः जगती ।।
70           | 8      | ।। उरुचक्रियात्रेयः मित्रावरुणौ गायत्री ।।
70           | 9      | ।। कुरुसुतिः काण्वः इन्द्रः गायत्री ।।
70           | 10     | ।। भारद्वाजो बार्हस्पत्यः इन्द्राग्नी गायत्री ।।
70           | 11     | ।। भृगुर्वारुणिर्जमदग्निर्भार्गवो वा गायत्री ।।
70           | 12     | ।। सप्तर्षयः  बृहती ।।
70           | 13     | ।। असितः काश्यपो देवलो वा गायत्री ।।
70           | 14     | ।। गोतमो राहूगणः इन्द्रः पङ्किः ।।
70           | 15     | ।। गोतमो राहूगणः इन्द्रः पङ्किः ।।
70           | 16     | ।। जमदग्निर्भार्गवः पवमानः सोमः गायत्री ।।
70           | 17     | ।।  कृतयशा आङ्गिरसः पवमानः सोमः काकुभः प्रगाथः (विषमा ककुप, समा सतो बृहती) ।।
70           | 18     | ।। त्रित आप्त्यः पवमानः सोमः उष्णिक् ।।
70           | 19     | ।। रेभसूनू काश्यपौ पवमानः सोमः अनुष्टुप् ।।
70           | 20     | ।। मन्युर्वासिष्ठः पवमानः सोमः त्रिष्टुप् ।।
70           | 21     | ।। वसुश्रुत आत्रेयः अग्निः पङ्किः ।।
70           | 22     | ।। नृमेध आङ्गिरसः इन्द्रः उष्णिक् ।।
70           | 23     | ।। गोतमो राहूगणः इन्द्रः अनुष्टुप् ।।
71           | 1      | ।। ) ऋणञ्चयो राजर्षिः पवमानः सोमः जगती ।।
71           | 2      | ।। ) शक्तिर्वासिष्ठः पवमानः सोमः गायत्री ।।
71           | 3      | ।। मेधातिथिः काण्वः पवमानः सोमः गायत्री ।।
71           | 4      | ।। हिरण्यस्तूप आङ्गिरसः पवमानः सोमः गायत्री ।।
71           | 5      | ।। अवत्सारः काश्यपः पवमानः सोमः गायत्री ।।
71           | 6      | ।। जमदग्निर्भार्गवः पवमानः सोमः गायत्री ।।
71           | 7      | ।। कुत्स आङ्गिरसः अग्निः जगती ।।
71           | 8      | ।। वसिष्ठो मैत्रावरुणिः आदित्यः गायत्री ।।
71           | 9      | ।। त्रिशोकः काण्वः इन्द्रः गायत्री ।।
71           | 10     | ।। श्यावाश्व गावाश्व आत्रेयः इन्द्राग्नी गायत्री ।।
71           | 11     | ।। कश्यपो मारीचः पवमानः सोमः गायत्री ।।
71           | 12     | ।। सप्तर्षयः  पवमानः सोमः प्रगाथः (विषमा बृहती, समा सतोबृहती) ।।
71           | 13     | ।। अमहीयुराङ्गिरसः पवमानः सोमः गायत्री ।।
71           | 14     | ।। इन्द्रः गायत्री ।।
71           | 15     | ।। मधुच्छन्दा वैश्वामित्रः इन्द्रः गायत्री ।।
71           | 16     | ।।  उत्तरार्धः) गोधा ऋषिकाः इन्द्रः महापङ्किः ।।
71           | 17     | ।। असितः काश्यपो देवलो वा पवमानः सोमः गायत्री ।।
71           | 18     | ।। ( पवमानः सोमः  सतो बृहती ।।
71           | 19     | ।। पर्वतनारदौ काण्वौ पवमानः सोमः उष्णिक ।।
71           | 20     | ।। मनुः साम्वरणः पवमानः सोमः अनुष्टुप् ।।
71           | 21     | ।। कुत्स आङ्गिरसः पवमानः सोमः त्रिष्टुप् ।।
71           | 22     | ।। बन्धुः सुबन्धुः श्रुतन्धुर्विप्र-बन्धुश्च क्रमेण गोपायना लौपायना वा अग्निः द्विपदा विराट् ।।
71           | 23     | ।। भुवन आप्त्य स्साधनो वा भौवनः विश्वे देवाः द्विपदा त्रिष्टुप् ।।
72           | 1      | ।। पवमानः सोमः ।।
72           | 2      | ।। पवमानः सोमः गायत्री ।।
72           | 3      | ।। भरद्वाजो बार्हस्पत्यः अग्निः त्रिष्टुप् ।।
72           | 4      | ।। यजत आत्रेयः गायत्री ।।
72           | 5      | ।। मधुच्छन्दा वैश्वामित्रः इन्द्रः गायत्री ।।
72           | 6      | ।। भरद्वाजो बार्हस्पत्यः इन्द्राग्नी गायत्री ।।
72           | 7      | ।। सिकता निवावरी पवमानः सोमः जगती ।।
72           | 8      | ।। पुरुहन्मा आङ्गिरसः इन्द्रः प्रगाथः (विषमा बृहती, समा सतो बृहती) ।।
72           | 9      | ।। पर्वतनारदौ काण्वौ शिखण्डिन्यावप्यरसौ काश्यपौ वा पवमानः सोमः उष्णिक् ।।
72           | 10     | ।। अग्नेय धिष्ण्यो ऐश्वराः पवमानः सोमः द्वपदा विराट् ।।
72           | 11     | ।। भृगुर्वारुणिर्जमदग्निर्भार्गवो वा पवमानः सोमः गायत्री ।।
72           | 12     | ।। वत्सः काण्वः अग्निः गायत्री ।।
72           | 13     | ।। नृमेध आङ्गिरसः इन्द्रः  पुर उष्णिक ।।
72           | 14     | ।। अत्रिौमः इन्द्रः अनुष्टुप् ।।
73           | 1      | ।। पराशरः शाक्त्यः पवमानः सोमः त्रिष्टुप् ।।
73           | 2      | ।। शुन श्शेप आजीगर्तिः स देवरातः कृत्रिमो वैश्वामित्रः पवमानः सोमः गायत्री ।।
73           | 3      | ।। असितः काश्यपो देवलो वा पवमानः सोमः गायत्री ।।
73           | 4      | ।। राहूगण आङ्गिरसः पवमानः सोमः गायत्री ।।
73           | 5      | ।। (शेषास्यः पादा) पवमानः सोमः गायत्री ।।
73           | 6      | ।। (शेषास्यः पादाः) इध्मवाहो दार्दच्युतः पवमानः सोमः गायत्री ।।
73           | 7      | ।। राहूगण आङ्गिरसः पवमानः सोमः गायत्री ।।
73           | 8      | ।। पवित्र आङ्गिरसो वा वसिष्ठो वा उभो वा पवमानाध्येता अनुष्टुप् ।।
73           | 9      | ।। वसिष्ठो मैत्रावरुणिः अग्निः त्रिष्टुप् ।।
73           | 10     | ।। वत्सः काण्वः गायत्री ।।
73           | 11     | ।। शतं वैखानसः पवमानः सोमः गायत्री ।।
73           | 12     | ।। सप्तर्षयः  पवमानः सोमः ।।
73           | 13     | ।। वसुर्भारद्वाजः पवमानः सोमः जगती ।।
73           | 14     | ।। नृमेध आङ्गिरसः प्रगाथः (बृहती, सतोबृहती) ।।
73           | 15     | ।। भर्गः प्रागाथः प्रगाथः (बृहती, सतोबृहती) ।।
73           | 16     | ।। भरद्वाजो बार्हस्पत्यः पवमानः सोमः गायत्री ।।
73           | 17     | ।। मनुराप्सवः पवमानः सोमः उष्णिक् ।।
73           | 18     | ।। अम्बरीषो वार्षागिरः ऋजिश्वा भारद्वाजश्च पवमानः सोमः अनुष्टुप् ।।
73           | 19     | ।। अग्नयो धिष्ण्या ऐश्वराः पवमानः सोमः द्विपदा विराट् ।।
73           | 20     | ।। अमहीयुराङ्गिरसः पवमानः सोमः गायत्री ।।
73           | 21     | ।। त्रिशोकः वाण्वः  अग्निन्द्रौ गायत्री ।।
73           | 22     | ।। गोतमो राहूगणः इन्द्रः उष्णिक् ।।
73           | 23     | ।। मधुच्छन्दा वैश्वामित्रः इन्द्रः अनुष्टुप् ।।
74           | 1      | ।। मेधातिथिः काण्वः आप्रीसूक्तम्  ।।
74           | 2      | ।। वसिष्ठो मैत्रावरुणिः आदित्यः ।।
74           | 3      | ।। प्रगाथः काण्वः इन्द्रः ।।
74           | 4      | ।। पराशरः शाक्त्यः त्रिष्टुप् ।।
74           | 5      | ।। प्रगाथो घौरः काण्वः प्रगाथः (विषमा बृहती, समा सतोबृहती) ।।
74           | 6      | ।। मेध्यातिथिः काण्वः प्रगाथः (विषमा बृहती, समा सतोबृहती) ।।
74           | 7      | ।। त्र्यरुणस्त्रैवृष्णः, त्रसदस्युः पौरुकुत्स्यः पिपीलिकमध्या अनुष्टुप् ।।
74           | 8      | ।। अग्नयो धिष्ण्या ऐश्वराः द्विपदा विराट् ।।
74           | 9      | ।। हिरण्यस्तूप आङ्गिरसः जगती ।।
74           | 10     | ।। सार्पराज्ञी विराट् ।।
74           | 11     | ।। मेधातिथिः काण्वः गायत्री ।।
74           | 12     | ।। मेधातिथिः काण्वः ।।
74           | 13     | ।। मेधातिथिः काण्वः ।।
74           | 14     | ।। मेधातिथिः काण्वः ।।
74           | 15     | ।। मेधातिथिः काण्वः ।।
74           | 16     | ।। मेधातिथिः काण्वः ।।
74           | 17     | ।। मेधातिथिः काण्वः ।।
74           | 18     | ।। मेधातिथिः काण्वः ।।
74           | 19     | ।। मेधातिथिः काण्वः ।।
75           | 1      | ।। अग्निः ) स्कन्धोग्रीवी बृहती ।।
75           | 2      | ।। भरद्वाजो बार्हस्पत्यः अग्निः गायत्री ।।
75           | 3      | ।। प्रजापतिर्वैश्वामित्रो वाच्यो वा पवमान स्सोमः बृहती ।।
75           | 4      | ।। सोभरिः काण्वः इन्द्रः काकुभः प्रगाथः (विषमा ककुप्, समा सतोबृहती) ।।
75           | 5      | ।। मेधातिथि – मेध्यातिथी काण्वौ इन्द्रः ( ।।
75           | 6      | ।।  ऊर्ध्वसद्मा आङ्गिरसः पवमान स्सोमः काकुभः प्रगाथः (विषमा ककुप्, समा सतोबृहती) ।।
75           | 7      | ।। भरद्वाजो बार्हस्पत्यः अग्निः काकुभः प्रगाथः (विषमा ककुप्, समा सतोबृहती) ।।
75           | 8      | ।। वसिष्ठो मैत्रावरुणिः पवमान स्सोमः त्रिष्टुप् ।।
75           | 9      | ।। तिरश्चीराङ्गिरसः इन्द्रः काकुभः प्रगाथः (विषमा ककुप्, समा सतोबृहती) ।।
75           | 10     | ।। सुतम्भर आत्रेयः अग्निः काकुभः प्रगाथः (विषमा ककुप्, समा सतोबृहती) ।।
75           | 11     | ।। वसिष्ठो मैत्रावरुणिः पवमान स्सोमः त्रिष्टुप् ।।
75           | 12     | ।। नृमेध – पुरुमेधावाङ्गिरसौ इन्द्रः प्रगाथः (विषमा बृहती, समा सतोबृहती) ।।
75           | 13     | ।। सोभरिः काण्वः अग्निः काकुभः प्रगाथः (विषमा ककुप्, समा सतोबृहती) ।।
75           | 14     | ।। शुन श्शेप आजीगर्तिः अग्निः गायत्री ।।
75           | 15     | ।। नोधा गौतम- पवमान स्सोमः ।।
75           | 16     | ।। मेध्यातिथिः काण्वः इन्द्रः प्रगाथः (विषमा बृहती, समा सतोबृहती) ।।
75           | 17     | ।। रेणुर्वैश्वामित्रः पवमान स्सोमः जगती ।।
75           | 18     | ।। कुत्स आङ्गिरसः पवमान स्सोमः त्रिष्टुप् ।।
75           | 19     | ।। नृमेध – पुरुमेधावाङ्गिरसौ इन्द्रः ( ।।
75           | 20     | ।। अगस्त्यो मैत्रावरुणः इन्द्रः ( ।।
76           | 1      | ।। कविर्भार्गवः ।।
76           | 2      | ।। भरद्वाजो बार्हस्पत्यः  बहती ।।
76           | 3      | ।। असितः काश्यपो देवलो वा ।।
76           | 4      | ।। सुकक्षः आङ्गिरसः ।।
76           | 5      | ।। विभ्राह्मौर्यः जगती ।।
76           | 6      | ।। वसिष्ठो मैत्रावरुणिः प्रगाथः (विषमा बृहती, समा सतोबृहती) ।।
76           | 7      | ।। प्रगाथः (विषमा बृहती, समा सतोबृहती) ।।
76           | 8      | ।। वसिष्ठो मैत्रावरुणिः ।।
76           | 9      | ।। भरद्वाजो बार्हस्पत्यः ।।
76           | 10     | ।। विश्वामित्रो गाथिनः ।।
77           | 1      | ।। गोतमो राहूगणः अग्निः गायत्री ।।
77           | 2      | ।। विश्वामित्रो गाथिनः अग्निः गायत्री ।।
77           | 3      | ।। विरूप आङ्गिरसः अग्निः गायत्री ।।
77           | 4      | ।। भार्गः प्रागाथः अग्निः प्रगाथः (विषमा बृहती, समा सतोबृहती) ।।
77           | 5      | ।। त्रित आप्त्यः अग्निः त्रिष्टुप् ।।
77           | 6      | ।। अग्निः गायत्री ।।
77           | 7      | ।। भार्गः प्रागाथः अग्निः प्रगाथः (विषमा बृहती, समा सतोबृहती) ।।
77           | 8      | ।। अग्निः प्रगाथः (विषमा बृहती, समा सतोबृहती) ।।
77           | 9      | ।। विश्वामित्रो गाथिनः अग्निः गायत्री ।।
77           | 10     | ।। सोभरिः काण्वः अग्निः काकुभः प्रगाथः (विषमा ककुप्, समा सतोबृहती) ।।
77           | 11     | ।। गोतमो राहूगणः अग्निः उष्णिक ।।
77           | 12     | ।। गोपवन आत्रेयः अग्निः अनुष्टुभ्मुखः प्रगाथः (अनुष्टुप् गायत्र्यौ) ।।
77           | 13     | ।। प्रयोगो भार्गवः पावकोऽग्निर्बार्हस्पत्यो वा, गृहपति – यविष्ठौ सहसः पुत्रवान्यतरो वा अग्निः जगती ।।
77           | 14     | ।। अग्निः गायत्री ।।
78           | 1      | ।। मेध्यातिथिः काण्वः इन्द्रः प्रगाथः (विषमा बृहती, समा सतोबृती) ।।
78           | 2      | ।। विश्वामित्रो गाथिनः इन्द्राग्नी गायत्री ।।
78           | 3      | ।। भर्गः प्रागाथः इन्द्रः प्रगाथः (विषमा बृहती, समा सतोबृती) ।।
78           | 4      | ।। भर्गः प्रागाथः इन्द्रः प्रगाथः (विषमा बृहती, समा सतोबृती) ।।
78           | 5      | ।। सोभरिः काण्वः प्रगाथः (विषमा बृहती, समा सतोबृती) ।।
78           | 6      | ।। शुन श्शेप आजीगर्तिः वरुणः गायत्री ।।
78           | 7      | ।। सुकक्ष आङ्गिरसः इन्द्रः गायत्री ।।
78           | 8      | ।। मेध्यातिथिः काण्वः इन्द्रः प्रगाथः (विषमा बृहती, समा सतोबृती) ।।
78           | 9      | ।। विश्वकर्मा भौवनः विश्वकर्मा त्रिष्टुप ।।
78           | 10     | ।। अनानतः पारुच्छेपिः पमवानः सोमः अत्यष्टिः ।।
78           | 11     | ।। भरद्वाजो बार्हस्पत्यः पूषा गायत्री ।।
78           | 12     | ।। गोतमो राहूगणः मरुतः गायत्री ।।
78           | 13     | ।। ऋजिश्वा भारद्वाजः विश्वे देवाः गायत्री ।।
78           | 14     | ।। वामदेवो गौतमः द्यावापृथिवी गायत्री ।।
78           | 15     | ।। शुन श्शेप आजीगर्तिः इन्द्रः गायत्री ।।
78           | 16     | ।। अग्निः हवीङ्घि वा गायत्री ।।
78           | 17     | ।। देवातिथिः काण्वः इन्द्रः प्रगाथः (विषमा बृहती, समा सतोबृती) ।।
78           | 18     | ।। मेध्यातिथिः काण्वः इन्द्रः प्रगाथः (विषमा बृहती, समा सतोबृती) ।।
78           | 19     | ।। वालखिल्यः (श्रुष्टिगुः काण्वः) इन्द्रः प्रगाथः (विषमा बृहती, समा सतोबृती) ।।
78           | 20     | ।। पर्वतनारदौ पमवानः सोमः उष्णिक् ।।
78           | 21     | ।। आत्रिौमः पमवानः सोमः जगती ।।
79           | 1      | ।। शुन रशेप आजीगर्तिः अग्निः गायत्री ।।
79           | 2      | ।। मधुच्छन्दा वैश्वामित्रः इन्द्रः गायत्री ।।
79           | 3      | ।। शय्युर्बार्हस्पत्यः (तृणपाणिः) अग्निः प्रगाथः (विषमा बृहती, समा सतोबृहती) ।।
79           | 4      | ।। वसिष्ठो मैत्रावरुणिः विष्णुः त्रिष्टुप् ।।
79           | 5      | ।। वामदेवो गौतमः  इन्द्रवायुः अनुष्टुप् ।।
79           | 6      | ।। रेभसूनू काश्यपौ पवमानः सोमः अनुष्टुप् ।।
79           | 7      | ।। शुन रशेप आजीगर्तिः अग्निः गायत्री ।।
79           | 8      | ।। नृमेध आङ्गिरसः इन्द्रः प्रगाथः (विषमा बृहती, समा सतोबृहती) ।।
79           | 9      | ।। गोषूक्त्यश्वसूक्तिनौ काण्वायनौ इन्द्रः गायत्री ।।
79           | 10     | ।। श्रुतकक्ष स्सुकक्षो वा आङ्गिरसः इन्द्रः गायत्री ।।
79           | 11     | ।। गोषूक्त्यश्वसूक्तिनौ काण्वायनौ इन्द्रः उष्णिक् ।।
79           | 12     | ।। विरूप आङ्गिरसः अग्निः गायत्री ।।
79           | 13     | ।। वत्सः काण्वः इन्द्रः गायत्री ।।
80           | 1      | ।। मेधातिथिः काण्वः प्रियमेधश्चाङ्गिरसः इन्द्रः ।।
80           | 2      | ।। श्रुतकक्षः सुकक्षो वा आङ्गिरसः इन्द्रः ।।
80           | 3      | ।। शुन श्शेप आजीगर्तिः ।।
80           | 4      | ।। शय्युर्बार्हस्पत्यः इन्द्रः ।।
80           | 5      | ।। मेधातिथिः काण्वः  देवो वा ।।
80           | 6      | ।। वसिष्ठो मैत्रावरुणिः इन्द्रः प्रगाथः (विषमा बृहती, समा सतोबृहती) ।।
80           | 7      | ।। वालखिल्यम् (आयुः काण्वः) इन्द्रः प्रगाथः (विषमा बृहती, समा सतोबृहती) ।।
80           | 8      | ।। अम्बरिषो वार्षागिरः, ऋजिश्वा भारद्वाजश्च पवमानः सोमः अनुष्टुप् ।।
80           | 9      | ।। वसिष्ठो मैत्रावरुणिः इन्द्रः प्रगाथः (विषमा बृहती, समा सतोबृहती) ।।
80           | 10     | ।। विश्वमना वैयश्वः इन्द्रः उष्णिक् ।।
80           | 11     | ।। सोभरिः काण्वः काकुभः प्रगाथः (विषमा ककुप्, समा सतोबृहती) ।।
80           | 12     | ।। सप्तर्षयः  पवमानः सोमः प्रगाथः (विषमा बृहती, समा सतोबृहती) ।।
80           | 13     | ।। कलिः प्रागथः इन्द्रः प्रगाथः (विषमा बृहती, समा सतोबृहती) ।।
80           | 14     | ।। विश्वामित्रः प्रागाथः इन्द्राग्नी ।।
80           | 15     | ।। मेध्यातिथिः काण्वः इन्द्रः बृहती ।।
80           | 16     | ।। निध्रुविः काश्यपः पवमानः सोमः गायत्री ।।
80           | 17     | ।। विश्वामित्रः प्रागाथः इन्द्राग्नी गायत्री ।।
80           | 18     | ।। भरद्वाजो बार्हस्पत्यः अग्निः गायत्री ।।
81           | 1      | ।। विरूप आङ्गिरसः . गायत्री ।।
81           | 2      | ।। अवत्सारः काश्यपः पवमानः सोमः गायत्री ।।
81           | 3      | ।। विश्वामित्रो गाथिनः इन्द्रः त्रिष्टुप् ।।
81           | 4      | ।। देवातिथिः काण्वः इन्द्रः प्रगाथः (विषमा बहती, समा सतोबृहती) ।।
